[[-0.16366387 -2.10676666 -0.6886632 ]],10.0
[[ 1.45178426 -0.88916576  0.28584542]],0.0
[[-0.11164576  1.72920945 -0.44171294]],0.0
[[-1.63702287 -0.02636451 -0.06252499]],0.0
[[ 0.184779    1.5005961  -0.10881641]],0.0
[[ 0.28371603  2.44166565 -1.90878517]],17.0
[[-0.08455028 -1.32526775 -0.59894013]],0.0
[[ 1.42063938  1.30738139 -0.24332366]],0.0
[[ 3.36952585  1.37335619 -0.27507058]],14.0
[[-1.6565352  -0.70104153 -0.5584567 ]],6.0
[[ 4.08510405  1.05982179 -3.01452841]],32.0
[[ 0.86506176 -1.90406191 -0.46139146]],0.0
[[ 0.53820567  2.1029654  -1.71305453]],19.0
[[  0.00000000e+00  -1.66533454e-16  -1.00000000e+00]],0.0
[[ 0.92942799  0.42929374 -0.48847043]],0.0
[[-1.49524271 -0.65829699  0.326729  ]],0.0
[[-1.96018027 -0.19058248 -0.07036738]],0.0
[[-2.22245797  1.02563972 -2.22026857]],11.0
[[-0.4557472   1.17230514 -0.10943335]],0.0
[[-0.18625171 -4.32451269 -2.4076261 ]],46.0
[[-2.49627773 -0.25924618 -1.94884624]],11.0
[[-1.24412205  0.10740364 -0.41051207]],0.0
[[ 1.51465405 -0.64508745  0.01131214]],0.0
[[-1.08689566  0.51251748  0.37943879]],0.0
[[-0.79862086  1.47739423 -0.29827325]],0.0
[[ 0.47412401  1.31726984 -0.12846043]],0.0
[[-0.73964342  1.85686349 -0.80913934]],0.0
[[-0.46650399  1.04957475 -0.4594446 ]],0.0
[[ 1.25443957  1.19233665 -0.38018189]],0.0
[[-0.16399981 -1.6931501  -0.54809448]],0.0
[[-0.04103723  1.60396839 -0.17759562]],0.0
[[ 1.0156466   0.28884382 -0.32866389]],0.0
[[-0.8452956  -2.88855848 -1.27760651]],13.0
[[ 2.10665487  1.4785264  -0.66507418]],6.0
[[ 1.0308874  -2.07176276 -1.88250314]],11.0
[[-1.25346033  0.19425385 -0.26144108]],0.0
[[-1.0631098  -0.12470796 -0.35269439]],0.0
[[ 4.83935446  1.13686523 -3.74110881]],79.0
[[ 0.50629322 -2.24210876 -0.60085496]],2.0
[[ 2.67550772 -1.63550355  0.03556503]],12.0
[[-6.18169716  2.08967166 -1.32396534]],61.0
[[-0.58837594  1.23917884 -0.15832494]],0.0
[[-2.51035246 -1.59014602 -2.53329182]],26.0
[[ 0.84434063 -0.54863692 -0.7614284 ]],0.0
[[ 1.6133132  -0.56919935 -0.22527661]],0.0
[[-0.25468953 -1.57861549 -0.16338113]],0.0
[[-0.74788193 -1.32037562 -0.16665722]],0.0
[[ 2.21373471 -0.84878687 -1.77064144]],11.0
[[ -5.55111512e-17  -3.05311332e-16  -1.00000000e+00]],0.0
[[-0.70241915  6.08638369 -1.09675948]],171.0
[[ 0.66764692  0.7435699  -0.43372676]],0.0
[[ 0.86850765 -0.91851625 -0.70892086]],0.0
[[ 2.12609647  0.68500961 -1.91302297]],11.0
[[ 0.97272396  0.87597539 -0.22916782]],0.0
[[-0.84389701 -0.9689782  -0.33145058]],0.0
[[ -2.22044605e-16  -1.38777878e-17  -1.00000000e+00]],0.0
[[-2.5787148   1.37145465 -1.38922625]],11.0
[[-1.54320308  0.24985973  0.29890853]],0.0
[[ 0.34228116  2.07567842 -1.25041216]],5.0
[[ 0.06359023 -1.4611535  -0.1430659 ]],0.0
[[ 4.51213136  2.97334511 -1.14347552]],67.0
[[-1.17030306 -1.15875715 -0.13320695]],2.0
[[ 1.59948675 -0.44937576  0.02496115]],0.0
[[ 0.59719156  0.67440298 -0.65998401]],0.0
[[ 0.20137964  1.18102619 -0.23844633]],0.0
[[ 0.40170001 -1.60550996 -0.23969614]],0.0
[[ 1.39690248 -2.06499872 -0.25405118]],4.0
[[-0.08511669 -3.00013923 -1.45231162]],27.0
[[ 0.55868127 -2.17991677 -0.17713129]],0.0
[[-1.27291917  2.59407163 -2.78221892]],36.0
[[ 0.21095779  1.36027915 -0.00309631]],0.0
[[ 0.56591875  1.39222876 -0.51903455]],0.0
[[-2.01448382 -0.49080047  0.1681526 ]],0.0
[[ 1.58326937 -1.22300548  0.18599782]],0.0
[[-0.50905646 -0.97191476  0.09951539]],0.0
[[ 2.10585576  0.50632977 -0.15856378]],0.0
[[  0.00000000e+00   2.77555756e-17  -1.00000000e+00]],0.0
[[  8.32667268e-17  -1.04083409e-16  -1.00000000e+00]],0.0
[[ 0.24630504 -1.56735678 -0.49543718]],0.0
[[ 1.04220809 -0.51631179 -0.3337008 ]],0.0
[[ -1.11022302e-16  -1.11022302e-16  -1.00000000e+00]],0.0
[[-1.029481   -1.04432731 -1.06627901]],0.0
[[  1.66533454e-16  -5.55111512e-17  -1.00000000e+00]],0.0
[[-1.67144913 -0.51540161 -0.58748068]],0.0
[[ 0.24177356 -1.46906712  0.00845476]],0.0
[[ 0.90710778  0.78724392 -0.5262758 ]],0.0
[[-1.62161406 -0.74639783 -0.26380013]],0.0
[[ 0.81957217 -0.23304681 -0.56562577]],0.0
[[ 0.90059009  0.50168566 -0.36752449]],0.0
[[  5.55111512e-17   1.94289029e-16  -1.00000000e+00]],0.0
[[ 2.0200059  -2.72014826 -1.63876179]],11.0
[[-1.08738412  0.34788567 -0.43185421]],0.0
[[ 1.02349415  0.66608198 -0.30380806]],0.0
[[ 0.92127693  1.01239413 -0.08833439]],0.0
[[ 1.83803064  1.32116661 -1.6430788 ]],11.0
[[  8.32667268e-17  -5.55111512e-17  -1.00000000e+00]],0.0
[[-0.43573303 -1.14035387 -0.56054995]],0.0
[[ 0.09529496 -1.26579228 -0.60016202]],0.0
