5,0.075021112514833496
4,0.32050003556519846
9,0.1424936492998756
12,0.036497326246417959
5,0.088708685926095182
3,0.041914626830783036
5,0.15417032621014412
13,0.020627561445376443
2,0.060591880574346425
3,0.13410419566110032
14,0.010119090100063394
14,0.010469763823278759
7,0.46941486472463234
5,0.13107927099017816
9,0.023044073887486926
9,0.65624704874326012
15,0.018060938690179287
4,0.12915317938932144
1,0.19885325809717785
6,0.26712034413191865
2,0.06501688592807657
4,0.11594093261042986
5,0.67450255323461539
14,0.072782445582740773
41,0.010391127287170699
2,0.21639522835939309
5,0.093123542802284853
11,0.083217988055922815
3,0.013572241413259925
3,0.052497580715588958
11,0.036055701270440457
4,0.0079715148561545091
4,0.035773385049509804
8,0.057918951588481073
3,0.073886417743595612
7,0.034326251772059557
11,0.21069294133165178
15,0.022425581745990335
3,0.084713390312713036
13,0.19225124737014443
7,0.093691701484398163
5,0.11768329090246014
83,0.01113483005734704
5,0.11046159702966234
5,0.25805902507193113
5,0.11042279584746048
4,0.019464986557655332
7,0.36781816271135614
24,0.076102854121682523
8,0.22343185457392042
7,0.13932267714654897
7,0.14830280705787136
2,0.049502262301713708
11,0.03097474452396989
3,0.09324143249588436
5,0.19662503716834329
15,0.15908313353294007
49,0.0075487266699099916
4,0.1064813004748428
5,0.11646450456168905
4,0.13115225251181922
7,0.03501838267162153
3,0.22242215623425327
12,0.03923156328825618
2,0.091848191154069586
21,0.21890789323302198
2,0.040355014629819816
5,0.079807174521150895
25,0.033876199566993524
5,0.12430995092222577
1,0.98236039572563627
4,0.37637154018807034
10,0.021739516187512596
9,0.12457658540151224
23,0.098857619378824022
3,0.056093860078931787
9,0.012445515763739865
53,0.15342210090657507
6,0.074305430656365315
2,0.038026581863688312
3,0.033707327940965308
7,0.14591798673757936
2,0.0055403948550967396
26,0.0070961600813959193
15,0.046508992478537375
2,0.021866864536119149
5,0.1784480222482063
5,0.2224800904855147
6,0.12657691931663778
6,0.11041570093100601
7,0.09246932097813608
8,0.24090558943193563
2,0.076950810125799157
10,0.060103930543891765
9,0.025095127660637914
13,0.029127361302806801
2,0.18826491118040509
6,0.0086778640373840581
3,0.067639172776663092
2,0.026558512095447916
